file,question,solution,category
prob_s1.10.tex,"\begin{question}[2014D]
Evaluate $\displaystyle\int \frac{5x+1}{x^2+5x+6}\dee{x}$.
\end{question}","\begin{solution}
Again, this sure looks like a partial fraction problem. So let's go
through our protocol.
\begin{itemize}
\item
The degree of the numerator $5x+1$ is one, which is strictly smaller
than the dergee of the denominator $x^2+5x+6$, which is two. So we do not
long divide to pull out a polynomial.

\item
Next we factor the denominator.
\begin{align*}
x^2+5x+6 = (x+2)(x+3)
\end{align*}

\item
Next we find the partial fraction decomposition of the integrand. It is
of the form
\begin{align*}
\frac{5x+1}{(x+2)(x+3)}
=\frac{A}{x+2} + \frac{B}{x+3}
\end{align*}
To find $A$ and $B$, using the sneaky method, we cross multiply by the
denominator.
\begin{align*}
5x+1= A(x+3) + B(x+2)
\end{align*}
Now we can find $A$ by evaluating at $x=-2$
\begin{align*}
-10+1 = A(-2+3) + B(-2+2)
\implies\color{red} A=-9
\end{align*}
and find $B$ by evaluating at $x=-3$.
\begin{align*}
-15+1 = A(-3+3) + B(-3+2)
\implies\color{red} B=14
\end{align*}
So our partial fraction decomposition is
\begin{align*}
\frac{5x+1}{(x+2)(x+3)}
=\frac{-9}{x+2} + \frac{14}{x+3}
\end{align*}
As a check, we recombine the right hand side and make sure that
it matches the left hand side
\begin{align*}
\frac{-9}{x+2} + \frac{14}{x+3}
=\frac{-9(x+3)+14(x+2)}{(x+2)(x+3)}
=\frac{5x+1}{(x+2)(x+3)}
\end{align*}

\item
Finally, we evaluate the integral
\begin{align*}
\int \frac{5x+1}{x^2+5x+6}\dee{x}
=\int\bigg(\frac{-9}{x+2} + \frac{14}{x+3}\bigg)\dee{x}
=-9\log|x+2|+14\log|x+3|+C
\end{align*}

\end{itemize}


\end{solution}",CLP2
prob_s1.10.tex,"\begin{question}
Evaluate $\displaystyle\int \frac{4x^4+14x^2+2}{4x^4+x^2}~\dee{x}$.
\end{question}","\begin{solution}
The integrand is a rational function with no obvious substitution, so we use partial fraction decomposition.
\begin{itemize}
\item The degree of the numerator is the same as the degree of the denominator. Since it's not smaller, we need to re-write our integrand. We could do this using long division, but this case is simple enough to do more informally.
\begin{align*}
\frac{4x^4+14x^2+2}{4x^4+x^2}&=\frac{4x^4+x^2+13x^2+2}{4x^4+x^2}\\
&=\frac{4x^4+x^2}{4x^4+x^2}+\frac{13x^2+2}{4x^4+x^2}
\\&=1+\frac{13x^2+2}{4x^4+x^2}
\end{align*}
\item The denominator factors as $x^2(4x^2+1)$.
\item We want to find the partial fraction decomposition of the fractional part of our simplified integrand.
\begin{align*}
\frac{13x^2+2}{4x^4+x^2}&=
\frac{13x^2+2}{x^2(4x^2+1)} = \frac{A}{x}+\frac{B}{x^2}+\frac{Cx+D}{4x^2+1}
\intertext{Multiply through by the original denominator.}
13x^2+2&=Ax(4x^2+1)+B(4x^2+1)+(Cx+D)x^2 \tag{1}
\intertext{Setting $x=0$ gives us:}
\textcolor{red}{2}&\color{red}=B
\intertext{We use $B=2$ to simplify Equation (1).}
13x^2+2&=Ax(4x^2+1)+\textcolor{red}{2}(4x^2+1)+(Cx+D)x^2\\
5x^2&=Ax(4x^2+1)+(Cx+D)x^2\\
5x&=A(4x^2+1)+(Cx+D)x\tag{2}
\intertext{Again, let $x=0$.}
\color{red}{0}&\color{red}=A
\intertext{Using $A=0$,   simplify Equation (2).}
5x&=(Cx+D)x\\
5&=Cx+D\\
\color{red}C& \textcolor{red}{=0},\qquad\color{red}{D=5}
\end{align*}
\item Now we can write our integral in pieces.
\begin{align*}
\int \frac{4x^4+14x^2+2}{4x^4+x^2}~\dee{x}&=
\int \left(1+\frac{13x^2+2}{4x^4+x^2}\right)~\dee{x}\\
&=\int\left(1+ \frac{\textcolor{red}2}{x^2}+\frac{\textcolor{red}5}{4x^2+1}\right)~\dee{x}
\\&=x -\frac{2}{x} + \int \frac{5}{(2x)^2+1}
~\dee{x}
\intertext{Substitute $u=2x$, $\dee{u}=2\dee{x}$.}
& =x -\frac{2}{x} + \int \frac{5/2}{u^2+1}~\dee{u} \\
&=x-\frac{2}{x}+\frac{5}{2}\arctan u +C\\
&=x-\frac{2}{x}+\frac{5}{2}\arctan (2x) +C
\end{align*}
\end{itemize}
\end{solution}",CLP2
prob_s1.10.tex,"\begin{question}
Evaluate $\displaystyle\int \frac{x^2+2x-1}{x^4-2x^3+x^2}~\dee{x}$.
\end{question}","\begin{solution}
The integrand is a rational function with no obvious substitution, so we'll use a partial fraction decomposition.
\begin{itemize}
\item Since the numerator has strictly smaller degree than the denominator, we don't need to start off with a long division.
\item We do, however, need to factor the denominator. We can immediately pull out $x^2$; the remaining part is $x^2-2x+1 = (x-1)^2$.
\item Now we can perform our partial fraction decomposition.
\begin{align*}
 \frac{x^2+2x-1}{x^4-2x^3+x^2}&= \frac{x^2+2x-1}{x^2(x-1)^2} = \frac{A}{x}+\frac{B}{x^2}+\frac{C}{x-1}+\frac{D}{(x-1)^2}
 \intertext{Multiply both sides by the original denominator.}
 x^2+2x-1&=Ax(x-1)^2+B(x-1)^2+Cx^2(x-1)+Dx^2\tag{1}
 \intertext{To be sneaky, we set $x=0$, and find:}
\color{red}-1&\color{red}=B
\intertext{We also set $x=1$, and find:}
\color{red}2&\color{red}=D
\intertext{We use $B$ and $D$ to simplify Equation (1).}
 x^2+2x-1&=Ax(x-1)^2\textcolor{red}{-1}(x-1)^2+Cx^2(x-1)+\textcolor{red}{2}x^2\\
 0&=Ax(x-1)^2+Cx^2(x-1)\\
 &=x(x-1)[(A+C)x-A]\\
 \mbox{So,}\qquad 0&=(A+C)x-A
\end{align*}
That is, \textcolor{red}{$A=C=0$}.
\item Now we can evaluate our integral.
\begin{align*}
\int \frac{x^2+2x-1}{x^4-2x^3+x^2}~\dee{x}&=\int \left(\frac{-1}{x^2}+\frac{2}{(x-1)^2}\right)~\dee{x}\\
&=\frac{1}{x}-\frac{2}{x-1}+C
\end{align*}
\end{itemize}
\end{solution}",CLP2
prob_s1.10.tex,"\begin{question}
Evaluate $\displaystyle\int_0^1 \frac{10x^2+24x+8}{2x^3+11x^2+6x+5}~\dee{x}$.
\end{question}","\begin{solution}
The integrand is a rational function with no obvious substitution, so we use the method of partial fractions.
\begin{itemize}
\item The numerator has smaller degree than the denominator.
\item We need to factor the denominator. In the absence of any clues, we look for an integer root. The constant term is 5, so the possible integer roots are $\pm 1$ and $\pm 5$. Name $f(x) = 2x^3+11x^2+6x+5$.

\hfill
$f(-1)\neq0$
\hfill
\textcolor{red}{$f(-5)=0$}
\hfill
$f(1)\neq 0$
\hfill
$f(5)\neq 0$
\hfill~

 So, $(x+5)$ is a factor of the denominator.
 \item We use long division to pull out the factor of $(x+5)$.
 \begin{center}
 \polylongdiv{2x^3+11x^2+6x+5}{x+5}
 \end{center}
 That is, our denominator is $(x+5)(2x^2+x+1)$.
 \item The quadratic function $2x^2+x+1$ is irreducible: we can see this by using the quadratic equation,  and finding no real roots. So, we are ready to find our partial fraction decomposition.
 \begin{align*}
 \frac{10x^2+24x+8}{2x^3+11x^2+6x+5}&=\frac{10x^2+24x+8}{(x+5)(2x^2+x+1)}=\frac{A}{x+5}+\frac{Bx+C}{2x^2+x+1}
 \intertext{Multiply through by the original denominator.}
10x^2+24x+8&=A(2x^2+x+1)+(Bx+C)(x+5)\tag{1}
\intertext{Set $x=-5$.}
10(25)-24(5)+8&=A(2(25)-5+1) + (B(-5)+C)(0)\\
\color{red}A&\color{red}=3
\intertext{Using our value of $A$, we simplify Equation (1).}
10x^2+24x+8&=\textcolor{red}{3}(2x^2+x+1)+(Bx+C)(x+5)
\\4x^2+21x+5&=(Bx+C)(x+5)
\intertext{We factor the left side. We know $(x+5)$ must be one of its factors.}
(4x+1)(x+5)&=(Bx+C)(x+5)\\
4x+1&=Bx+C
 \end{align*}
 So, $\textcolor{red}{B=4}$ and $\textcolor{red}{C=1}$.
 \item Now we can write our integral in smaller pieces.
 \begin{align*}
 \int_0^1 \frac{10x^2+24x+8}{2x^3+11x^2+6x+5}~\dee{x}&=
 \int_0^1 \left(
 \frac{3}{x+5} + \frac{4x+1}{2x^2+x+1}\right) ~\dee{x}
 \intertext{The antiderivative of the left fraction is $3\log|x+5|$. For the right fraction, we use the substitution $u=2x^2+x+1$, $\dee{u}=(4x+1)\dee{x}$ to antidifferentiate.}
 &=\big[3\log|x+5| + \log|2x^2+x+1|\big]_0^1\\
 &=3\log 6 + \log 4 - 3\log 5 -\log 1\\
 &=\log \left(\frac{4\cdot 6^3}{5^3}\right)
 \end{align*}
\end{itemize}
\end{solution}",CLP2
prob_s1.10.tex,"\begin{question}\label{prob_s1.10:trig2}
Using the method of Example~\eref{CLP101}{eg:PFf} in the CLP-2 text,
integrate $\displaystyle\int \csc^3 x ~\dee{x}$.
\end{question}","\begin{solution}
We follow the example in the text.
\begin{align*}
\displaystyle\int \csc^3 x ~\dee{x}&=\int \frac{1}{\sin^3x}~\dee{x}
=\int \frac{\sin x}{\sin^4x}~\dee{x}=\int \frac{\sin x}{(1-\cos^2x)^2}~\dee{x}
\intertext{Let $u=\cos x$, $\dee{u}=-\sin x~\dee{x}$.}
&=\int\frac{-1}{(1-u^2)^2}~\dee{u}
\intertext{In Question~\ref{prob_s1.10:trig1}, we saw \textcolor{blue}{$\frac{1}{1-u^2} = \frac{1/2}{1+u}+\frac{1/2}{1-u}$} , so}
\int\frac{-1}{(1-u^2)^2}~\dee{u}&=-\int\left(\textcolor{blue}{\frac{1}{1-u^2}}\right)^2~\dee{u}
=-\int\left(\textcolor{blue}{\frac{1/2}{1+u}+\frac{1/2}{1-u}}\right)^2~\dee{u}\\
&=-\frac{1}{4}\int\left(\frac{1}{(1+u)^2}+\textcolor{blue}{\frac{2}{1-u^2}}+\frac{1}{(1-u)^2}\right)~\dee{u}
\\
&=-\frac{1}{4}\int\left(\frac{1}{(1+u)^2}+ \textcolor{blue}{\frac{1}{1+u}+\frac{1}{1-u}}+\frac{1}{(1-u)^2}\right)~\dee{u}\\
&=-\frac{1}{4}\left(-\frac{1}{1+u} + \log|1+u|-\log|1-u|+\frac{1}{1-u}\right)+C\\
&=-\frac{1}{4}\left(\frac{2u}{1-u^2} + \log\left|\frac{1+u}{1-u}\right|\right)+C\\
&=\frac{-u}{2(1-u^2)} + \frac{1}{4}\log\left|\frac{1-u}{1+u}\right|+C\\
&=\frac{-\cos x}{2\sin^2 x} + \frac{1}{4}\log\left|\frac{1-\cos x}{1+\cos x}\right|+C\end{align*}

Remark: In Example~\eref{CLP101}{eg:TRGINTopte} of the CLP-2 text, and in many tables of integrals, the antiderivative of $\csc^3 x$ is given as $-\frac{1}{2}\cot x \csc x + \frac{1}{2}\log|\csc x - \cot x|+C$. This is equivalent to our result. Recall in the remark after the solution to Question~\ref{prob_s1.10:trig1}, we saw $\frac{1}{2}\log\left| \frac{1-\cos x}{1+\cos x}\right|=\log|\csc x - \cot x|$.
\begin{align*}
-\frac{1}{2}\cot x \csc x + \frac{1}{2}\log|\csc x - \cot x|&=
-\frac{1}{2}\cot x \csc x + \frac{1}{4}\log\left| \frac{1-\cos x}{1+\cos x}\right|\\
&=-\frac{1}{2}\left(\frac{\cos x}{\sin x}\right)\left(\frac{1}{\sin x}\right) + \frac{1}{4}\log\left| \frac{1-\cos x}{1+\cos x}\right|\\
&=\frac{-\cos x}{2\sin^2 x }+ \frac{1}{4}\log\left| \frac{1-\cos x}{1+\cos x}\right|
\end{align*}
\end{solution}",CLP2
prob_s1.10.tex,"\begin{question}\label{prob_s1.10:repeatedquad}
Evaluate $\displaystyle\int\left(\frac{3}{x^2+2}+\frac{x-3}{(x^2+2)^2}\right)
~\dee{x}
$.
\end{question}","\begin{solution}
Our integrand is already in the nice form that would come out of a partial fractions decomposition.
Let's consider its different pieces.
\begin{itemize}
\item First piece: $\int \frac{3}{x^2+2}~\dee{x}$. The  fraction looks somewhat like the derivative of arctangent, so we can massage it to find an appropriate substitution.

\begin{align*}
\int \frac{3}{x^2+2}~\dee{x}&=\frac{3}{2}\int \frac{1}{\left(\frac{x}{\sqrt2}\right)^2+1}~\dee{x}
\intertext{Use the substitution $u=\frac{x}{\sqrt2}$, $\dee{u} = \frac{1}{\sqrt{2}}~\dee{x}.$}
&=\frac{3}{\sqrt2}\int\frac{1}{u^2+1}~\dee{u}\\
&=\frac{3}{\sqrt2}\arctan u+C\\
&=\frac{3}{\sqrt2}\arctan \left(\frac{x}{\sqrt2}\right)+C
\end{align*}

\item The next piece is $\int \frac{x-3}{(x^2+2)^2}~\dee{x}$.
If the numerator were only $x$ (and no constant), we could use the substitution $u=x^2+2$, $\dee{u} = 2x~\dee{x}$. So, to that end, we can break up that fraction into $\frac{x}{(x^2+2)^2}-\frac{3}{(x^2+2)^2}$. For now, we only evaluate the first half.

\begin{align*}
\int \frac{x}{(x^2+2)^2}~\dee{x}&=\frac{1}{2}\int\frac{1}{u^2}~\dee{u} = -\frac{1}{2u}+C\\
&=-\frac{1}{2x^2+4}+C
\end{align*}

\item That leaves us with the final piece, $\frac{3}{(x^2+2)^2}$,  which is the hardest. We saw something similar in  Question~\ref{prob_s1.9:forpartialfractions} in Section 1.9: we can use the substitution $x=\sqrt{2}\tan\theta$, $\dee{x} = \sqrt{2}\sec^2\theta~\dee{\theta}$.
\begin{align*}
\int\frac{3}{(x^2+2)^2}~\dee{x}&=\int\frac{3}{(2\tan^2\theta+2)^2}\sqrt{2}\sec^2\theta~\dee{\theta}\\
&=\int\frac{3}{4\sec^4\theta}\sqrt{2}\sec^2\theta~\dee{\theta}\\
&=\frac{3}{2\sqrt{2}}\int\cos^2\theta~\dee{\theta}\\
&=\frac{3}{4\sqrt{2}}\int\big(1+\cos(2\theta)\big)~\dee{\theta}\\
&=\frac{3}{4\sqrt{2}}\left(\theta+\frac{1}{2}\sin(2\theta)\right)+C\\
&=\frac{3}{4\sqrt{2}}\left(\theta+\sin\theta\cos\theta\right)+C\\
\smash{\trigtri{\theta}{\sqrt2}{x}{\sqrt{x^2+2}}}\hspace{2cm}
&=\frac{3}{4\sqrt{2}}\left(\arctan\left(\frac{x}{\sqrt2}\right)+\frac{x\sqrt{2}}{x^2+2}\right)+C
\end{align*}
From our substitution, $\tan\theta = \frac{x}{\sqrt2}$. So, we can draw a right triangle with angle $\theta$, opposite side $x$, and adjacent side $\sqrt2$. Then by the Pythagorean Theorem, the hypotenuse has length $\sqrt{x^2+2}$, and this gives us $\sin\theta$ and $\cos\theta$.
\end{itemize}

 Now we have our integral.

\begin{align*}
\int\bigg(\frac{3}{x^2+2}&+\frac{x-3}{(x^2+2)^2}\bigg)
~\dee{x}=
\int\frac{3}{x^2+2}~\dee{x}+\int\frac{x}{(x^2+2)^2}
~\dee{x}-\int\frac{3}{(x^2+2)^2}
~\dee{x}\\
&=\frac{3}{\sqrt2}\arctan \left(\frac{x}{\sqrt2}\right)-\frac{1}{2x^2+4}
-\frac{3}{4\sqrt{2}}\left(\arctan\left(\frac{x}{\sqrt2}\right)+\frac{x\sqrt{2}}{x^2+2}\right)+C
\\
&=\frac{9}{4\sqrt2}\arctan \left(\frac{x}{\sqrt2}\right)-\frac{1}{2(x^2+2)}
-\frac{3x}{4(x^2+2)}+C
\\
&=\frac{9}{4\sqrt2}\arctan \left(\frac{x}{\sqrt2}\right)-\frac{2+3x}{4(x^2+2)}
+C
\end{align*}

\end{solution}",CLP2
prob_s1.10.tex,"\begin{question}
Evaluate $\displaystyle\int\frac{1}{(1+x^2)^3}~\dee{x}$.
\end{question}","\begin{solution}
This is already as simplified as we can make it using partial fraction. Indeed, this is the kind of term that could likely come out of the partial fraction decomposition of a scarier rational function. So, we need to know how to integrate it. Similar to the last piece we integrated in Question~\ref{prob_s1.10:repeatedquad}, we can use the substitution $x=\tan\theta$, $\dee{x} = \sec^2\theta~\dee{\theta}.$
\begin{align*}
\int\frac{1}{(1+x^2)^3}~\dee{x}&=\int \frac{\sec^2\theta}{(1+\tan^2\theta)^3}~\dee{\theta}
=\int \frac{\sec^2\theta}{(\sec^2\theta)^3}~\dee{\theta}\\
&=\int \cos^4\theta~\dee{\theta}
=\int \left[\frac{1+\cos(2\theta)}{2}\right]^2~\dee{\theta} \\
&= \frac{1}{4}\int (1+\cos(2\theta))^2~\dee{\theta}\\
&=\frac{1}{4}\int\left(1+2\cos(2\theta)+\cos^2(2\theta)\right)~\dee{\theta}\\
&=\frac{1}{4}\int\left(1+2\cos(2\theta)+\frac{1}{2}(1+\cos(4\theta))\right)~\dee{\theta}\\
&=\frac{1}{4}\int\left(\frac{3}{2}+2\cos(2\theta)+\frac{1}{2}\cos(4\theta))\right)~\dee{\theta}\\
&=\frac{1}{4}\left(\frac{3}{2}\theta + \sin(2\theta) +\frac{1}{8}\sin(4\theta)\right)+C\\
&=\frac{3}{8}\theta + \frac{1}{4}\sin(2\theta) +\frac{1}{32}\sin(4\theta)+C\\
&=\frac{3}{8}\theta + \frac{1}{2}\sin\theta\cos\theta +\frac{1}{16}\sin(2\theta)\cos(2\theta)+C\\
&=\frac{3}{8}\theta + \frac{1}{2}\sin\theta\cos\theta +\frac{1}{8}\sin\theta\cos\theta(\cos^2\theta-\sin^2\theta)+C\\
&=\frac{3}{8}\arctan x + \frac{x}{2(1+x^2)}+\frac{1}{8}\left(\frac{x}{1+x^2}\right)\left(\frac{1-x^2}{1+x^2}\right)+C\\
\smash{\trigtri{\theta}{1}{x}{\sqrt{1+x^2}}}\hspace{2cm}&=\frac{3}{8}\arctan x + \frac{3x^3+5x}{8(1+x^2)^2}+C
\end{align*}
To change our variables from $\theta$ to $x$, recall we used the substitution $x=\tan\theta$. So, we draw a right triangle with angle $\theta$, opposite side length $x$, and adjacent side length 1. By the Pythagorean Theorem, the hypotenuse has length $\sqrt{1+x^2}$. This allows us to find $\sin\theta$ and $\cos\theta$.
\end{solution}",CLP2
prob_s1.10.tex,"\begin{question}\label{prob_s1.10:quad2}
Evaluate $\displaystyle\int \left(3x+\frac{3x+1}{x^2+5}+\frac{3x}{(x^2+5)^2}\right)
~\dee{x}$.
\end{question}","\begin{solution}
Our integrand is already as simplified as the method of partial fractions can make it.
The first term is easy to antidifferentiate. The second term would be easier if it were broken into two pieces: one where the numerator is a constant, and one where the numerator is a multiple of $x$.
\begin{align*}
\int \left(3x+\frac{3x+1}{x^2+5}+\frac{3x}{(x^2+5)^2}\right)
~\dee{x}
&=
\frac{3}{2}x^2+\int\left(\frac{1}{x^2+5}+\frac{3x}{x^2+5}+\frac{3x}{(x^2+5)^2}\right)
~\dee{x}\\
&=
\frac{3}{2}x^2+\int\frac{1}{x^2+5}\dee{x}+\int\left(\frac{3x}{x^2+5}+\frac{3x}{(x^2+5)^2}\right)
~\dee{x}
\intertext{The first integral looks similar to the derivative of arctangent. For the second integral, we use the substitution $ u=x^2+5$, $\dee{u}=2x~\dee{x}$.}
&=
\frac{3}{2}x^2+\frac{1}{5}\int\frac{1}{\left(\frac{x}{\sqrt5}\right)^2+1}\dee{x}+\int\left(\frac{3/2}{u}+\frac{3/2}{u^2}\right)
~\dee{u}
\intertext{For the first integral, use the substitution $w=\frac{x}{\sqrt5}$, $\dee{w} = \frac{1}{\sqrt5}~\dee{x}$.}
&=
\frac{3}{2}x^2+\frac{1}{\sqrt{5}}\int\frac{1}{w^2+1}\dee{w}+
\frac{3}{2}\log|u|-\frac{3}{2u}\\
&=
\frac{3}{2}x^2+\frac{1}{\sqrt{5}}\arctan w+
\frac{3}{2}\log|x^2+5|-\frac{3}{2x^2+10}+C\\
&=
\frac{3}{2}x^2+\frac{1}{\sqrt{5}}\arctan \left(\frac{x}{\sqrt5}\right)+
\frac{3}{2}\log|x^2+5|-\frac{3}{2x^2+10}+C
\end{align*}

\end{solution}",CLP2
prob_s1.10.tex,"\begin{question}
Evaluate $\displaystyle\int\frac{1}{e^{2t}+e^t+1}~\dee{t}$.
\end{question}","\begin{solution}
This looks a lot like a rational function, but with the function $e^t$ in place of the variable. So, we would like to make the substitution $x=e^t$, $\dee{x}=e^t\dee{t}$. Then $\dee{t} = \frac{1}{e^t}\,\dee{x} = \frac{1}{x}\,\dee{x}$.
\begin{align*}
\int\frac{1}{e^{2t}+e^t+1}~\dee{t}&=\int\frac{1}{x\left(x^2+x+1\right)}\dee{x}
\intertext{The factor $x^2+x+1$ is an irreducible quadratic, so the denominator is completely factored. Now we can use partial fraction decomposition.}
\frac{1}{x\left(x^2+x+1\right)}&=\frac{A}{x}+\frac{Bx+C}{x^2+x+1}\\
1&=A(x^2+x+1)+(Bx+C)x\\
1&=(A+B)x^2+(A+C)x+A
\intertext{The constant terms tell us \textcolor{red}{$A=1$}; then the coefficient of $x$ tells us $\textcolor{red}{C=-A=-1}$. Finally, the coefficient of $x^2$ tells us $\textcolor{red}{B=-A=-1}$. Now we can evaluate our integral.}
\int\frac{1}{e^{2t}+e^t+1}~\dee{t}&=\int\frac{1}{x\left(x^2+x+1\right)}\dee{x}\\
&=\int\left(\frac{1}{x} - \frac{x+1}{x^2+x+1}\right)~\dee{x}\\
&=\int\left(\frac{1}{x} - \frac{x+1/2+1/2}{x^2+x+1}\right)~\dee{x}\tag{$*$}\\
&=\int\frac{1}{x} ~\dee{x}-\int \frac{x+1/2}{x^2+x+1}~\dee{x}-\int \frac{1/2}{x^2+x+1}~\dee{x}\\
&=\log|x| - \frac{1}{2}\log|x^2+x+1|-\int \frac{1/2}{x^2+x+1}~\dee{x}
\intertext{In step ($*$), we set ourselves up so that we could evaluate the second integral with the substitution $u=x^2+x+1$. For the remaining integral, we complete the square, so that the integrand looks something like the derivative of arctangent.}
&=\log|x| - \frac{1}{2}\log|x^2+x+1|-\int \frac{1/2}{\left(x+\frac{1}{2}\right)^2+\frac{3}{4}}~\dee{x}
\\&=\log|x| - \frac{1}{2}\log|x^2+x+1|-\frac{2}{3}\int \frac{1}{\left(\frac{2x+1}{\sqrt3}\right)^2+1}~\dee{x}
\intertext{We use the substitution $u=\frac{2x+1}{\sqrt{3}}$, $\dee{u} = \frac{2}{\sqrt3}$.}
&=\log|x| - \frac{1}{2}\log|x^2+x+1|-\frac{1}{\sqrt3}\int \frac{1}{u^2+1}~\dee{u}
\\&=\log|x| - \frac{1}{2}\log|x^2+x+1|-\frac{1}{\sqrt3}\arctan u+C
\\&=\log|x| - \frac{1}{2}\log|x^2+x+1|-\frac{1}{\sqrt3}\arctan \left(\frac{2x+1}{\sqrt3}\right)+C
\\&=\log|e^t| - \frac{1}{2}\log|e^{2t}+e^t+1|-\frac{1}{\sqrt3}\arctan \left(\frac{2e^t+1}{\sqrt3}\right)+C
\\&=t - \frac{1}{2}\log|e^{2t}+e^t+1|-\frac{1}{\sqrt3}\arctan \left(\frac{2e^t+1}{\sqrt3}\right)+C
\end{align*}
\end{solution}",CLP2
prob_s1.10.tex,"\begin{question}\label{prob_s1.10:sqrt1ex}
Evaluate $\displaystyle\int\sqrt{1+e^x}~\dee{x}$ using partial fraction.
\end{question}","\begin{solution}
\begin{description}
\item[Solution 1:]
We use the substitution $u=\sqrt{1+e^x}$. \\
Then $\dee{u} = \dfrac{e^x}{2\sqrt{1+e^x}}\dee{x}$, so $\dee{x}=\dfrac{2u}{u^2-1}\dee{u}$.
\begin{align*}
\int\sqrt{1+e^x}~\dee{x}&=\int u\cdot\dfrac{2u}{u^2-1}\dee{u} = \int \dfrac{2u^2}{u^2-1}\dee{u} \\
&= \int \dfrac{2(u^2-1)+2}{u^2-1}\dee{u}
= \int\left(2+ \dfrac{2}{u^2-1}\right)\dee{u}
\intertext{We use a partial fraction decomposition on the fractional part of the integrand.}
&\frac{2}{u^2-1} = \frac{2}{(u-1)(u+1)}=\frac{A}{u-1}+\frac{B}{u+1}=\frac{(A+B)u+(A-B)}{(u-1)(u+1)}\\
& A+B=0,\quad A-B=2\\
&\color{red} A=1,\quad B=-1\\
\int\sqrt{1+e^x}~\dee{x}&=\int\left(2+ \dfrac{2}{u^2-1}\right)\dee{u} =\int\left( 2 + \frac{1}{u-1} - \frac{1}{u+1}\right)~\dee{u}\\
&=2u+\log|u-1|-\log|u+1|+C=2u+\log\left| \frac{u-1}{u+1}\right|+C\\
&=2\sqrt{1+e^x}+\log\left| \frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}\right|+C
\end{align*}
\item[Solution 2:]
It might not occur to us right away to use the fruitful substitution in Solution~1. More realistically, we might start with the ``inside function,"" $u=1+e^x$. Then $\dee{u}=e^x\,\dee{x}$, so $\dee{x} = \frac{1}{u-1}\dee{u}$.
\begin{align*}
\int\sqrt{1+e^x}~\dee{x}&=\int\frac{ \sqrt{u}}{u-1}\dee{u}
\intertext{This isn't quite a rational function, because we have a square root on top. If we could turn it into a rational function, we could use partial fraction. To that end, let $w=\sqrt{u}$, $\dee{w} = \frac{1}{2\sqrt{u}}\dee{u}$, so $\dee{u}=2w\dee{w}$.}
&=\int \frac{w}{w^2-1}2w\dee{w}=\int \frac{2w^2}{w^2-1}\dee{w}\\
&=\int \frac{2(w^2-1)+2}{w^2-1}\dee{w} = \int 2 + \frac{2}{w^2-1}\dee{w}
\intertext{Now we can use partial fraction decomposition.}
& \frac{2}{w^2-1} = \frac{2}{(w-1)(w+1)} = \frac{A}{w-1}+\frac{B}{w+1} = \frac{(A+B)w+(A-B)}{(w-1)(w+1)}\\
& A+B=0,\quad A-B=2\\
&\color{red} A=1,\quad B=-1
\intertext{This allows us to antidifferentiate.}
\int\sqrt{1+e^x}~\dee{x}&= \int \left(2 + \frac{2}{w^2-1}\right)\dee{w}=\int \left(2 + \frac{1}{w-1}-\frac{1}{w+1}\right)~\dee{w}\\
&= 2w + \log|w-1| - \log|w+1|+C\\
&=2w+\log\left| \frac{w-1}{w+1}\right|+C\\
&=2\sqrt{u}+\log\left| \frac{\sqrt{u}-1}{\sqrt{u}+1}\right|+C\\
&=2\sqrt{1+e^x}+\log\left| \frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}\right|+C
\end{align*}
\end{description}
Remark: we also evaluated this integral using trigonometric substitution in Section 1.9, Question~\ref{prob_s1.9:sqrt1ex}. In that question, we found the antiderivative to be $2\sqrt{1+e^x}+2\log\left| 1-\sqrt{1+e^x} \right|-x+C$. These expressions are equivalent:
\begin{align*}
\log\left| \frac{\sqrt{1+e^x}-1}{\sqrt{1+e^x}+1}\right|&=
\log\left| \sqrt{1+e^x}-1\right|+\log\left| \frac{1}{\sqrt{1+e^x}+1}\right|\\
&=\log\left| \sqrt{1+e^x}-1\right|+\log\left| \left(\frac{1}{\sqrt{1+e^x}+1}\right)\left(\frac{1-\sqrt{1+e^x}}{1-\sqrt{1+e^x}}\right)\right|\\
&=\log\left| \sqrt{1+e^x}-1\right|+\log\left|\frac{1-\sqrt{1+e^x}}{1-(1+e^x)}\right|\\
&=\log\left| \sqrt{1+e^x}-1\right|+\log\left|\frac{1-\sqrt{1+e^x}}{-e^x}\right|\\
&=\log\left| \sqrt{1+e^x}-1\right|+\log\left|1-\sqrt{1+e^x}\right|-\log|-e^x|\\
&=2\log\left| \sqrt{1+e^x}-1\right|-x
\end{align*}
\end{solution}",CLP2
